Category,Sms,cleaned_sms
scam,tuma kwenye namba hii ya M-Pesa 0789723456 jina litakuja ABDALLAH MWANAKU Ukituma unijulishe,tuma kwenye namba mpesa jina litakuja abdallah mwanaku ukituma unijulishe
trust,Nitumie namba ya daktari unayemfahamu.,nitumie namba daktari unayemfahamu
scam,"Tuzo point hongera umepata zawadi Sh1,500,000 milioni kutoka (Tuzo point) piga sim,.0787-406-889 kupata zawadi  asante",tuzo point hongera umepata zawadi sh milioni kutoka tuzo point piga sim kupata zawadi asante
scam,"Congratulations! Your CV has passed. You can get 1,500,000TZS in a day. for details: wa.me/2550699137921",congratulations your cv has passed you can get tzs in a day for details wame
trust,"Tunaweza kuandaa tukio la pamoja mwezi ujao, hebu fikiria wazo hili.",tunaweza kuandaa tukio la pamoja mwezi ujao hebu fikiria wazo hili
scam,Au nitumie kwenye AirtelMoney Namba.0784862618 jina litakuja JOACHIM KAPUFI,nitumie kwenye airtelmoney namba jina litakuja joachim kapufi
scam,Iyo ela tuma humu kwenye Airtel 0788542784 Jina lije KHADIJA SUMBAI.,iyo ela tuma humu kwenye airtel jina lije khadija sumbai
trust,"Asante kwa kunipeleka hospitali jana, nilihitaji msaada wako sana.",asante kunipeleka hospitali jana nilihitaji msaada wako
scam,Utanitumia kwenye ii 0767274553 halotel jina NASHONI MBIRIBI namba yangu inadeni usiitumie,utanitumia kwenye ii halotel jina nashoni mbiribi namba inadeni usiitumie
scam,Tumia namba hii ya HALOTEL 0782435667 kutuma hiyo hela jina LINUSI MALALO,tumia namba halotel kutuma hela jina linusi malalo
scam,"Mpigie Mzee HADIJA LAI kwa tiba asili miliki mali,utajiri pete,kazi,kesi,masomo mapenzi,kilimo,ufugaji,biashara Piga 0657666983",mpigie mzee hadija lai tiba asili miliki maliutajiri petekazikesimasomo mapenzikilimoufugajibiashara piga
trust,Uliona mchezo wa Yanga dhidi ya Simba? Mashabiki walikuwa na shangwe kali.,uliona mchezo wa yanga dhidi simba mashabiki walikuwa shangwe kali
scam,"KARIBU UJIUNGE NA CHAMA CHA (666)FREE'MASON UBADILISHE MAISHA YAKO.MILIKI MALI,PESA(UTAJIRI) MAJUMBA NA MAGARI BILA KAFALA PIGA 0699137921 au 0699137921",karibu ujiunge chama cha freemason ubadilishe maisha yakomiliki malipesautajiri majumba magari bila kafala piga
scam,"666,KARIBU FREEMASON UTIMIZE NDOTO KATIKA BIASHARA, KILIMO,UFUGAJI,MACHI MBO,MICHEZO N.K KWAMHITAJI KUJIUNGA PG: 0676584303 AU 0676584303",karibu freemason utimize ndoto biashara kilimoufugajimachi mbomichezo nk kwamhitaji kujiunga pg
scam,"IYO PESA ITUME KWENYE NAMBA HII 0755667788 JINA ITALETA JUMA SIKAREKO NIMEAZIMA SIMU KWA WAKALA HAPA LAINI YANGU NATATIZO UPANDE WA KUPOKEA PESA, ASANTE",iyo pesa itume kwenye namba jina italeta juma sikareko nimeazima simu wakala hapa laini natatizo upande wa kupokea pesa asante
trust,Nakutakia siku njema yenye mafanikio.,nakutakia siku njema yenye mafanikio
scam,"Dear, No need to go out work, just at home to earn 170,000TZS a day, please contact us: https://wa.me/2550747878264",dear no need to go out work just at home to earn tzs a day please contact us httpswame
scam,0786543210 Jina litakuja NASHONI MBIRIBI Nitumie kwenye hiyo TIGO,jina litakuja nashoni mbiribi nitumie kwenye tigo
trust,Mechi ya Taifa Stars dhidi ya Uganda ilikuwa na presha kubwa sana.,mechi taifa stars dhidi uganda ilikuwa presha kubwa
scam,au iyo ela nitumie kwenye m-pesa hii 0698018072 Jina litoke 0698018072.,iyo ela nitumie kwenye mpesa jina litoke
scam,"Congratulations! Your CV has passed. You can get 10,000,000TZS in a day. for details: wa.me/2550617488472",congratulations your cv has passed you can get tzs in a day for details wame
scam,"Dear, No need to go out work, just at home to earn 10,000,000TZS a day, please contact us: https://wa.me/2550773409724",dear no need to go out work just at home to earn tzs a day please contact us httpswame
scam,Utanitumia kwenye ii 0789723456 Halotel jina Ester kalobelo namba yangu inadeni usiitumie,utanitumia kwenye ii halotel jina ester kalobelo namba inadeni usiitumie
trust,Tukutane saa tatu?,tukutane saa tatu
scam,Ndugu naomba unitafutie kijana awetandiboi wangu kwenye lori kulekea mikoani   akipatikana nijulishe  analipwa na ofisi zetu kampuni azam awe muaminifu,ndugu naomba unitafutie kijana awetandiboi wangu kwenye lori kulekea mikoani akipatikana nijulishe analipwa ofisi zetu kampuni azam awe muaminifu
scam,"Imethibitishwa, namba yako ya 0654321098 imejishindia TSH 5,000,000 kutoka VODA OFA. Piga 0654321098 ili kupokea Pesa yako.",imethibitishwa namba yako imejishindia tsh kutoka voda ofa piga ili kupokea pesa yako
trust,Daah yaani huu wimbo hauishi ladha ya kuuckiliza bro umetisha kwa ufupi  ndio wimbo wa mwaka na wa kufungia mwaka bonge Moja la colabo kiba nyoko,daah yaani huu wimbo hauishi ladha kuuckiliza bro umetisha ufupi ndio wimbo wa mwaka wa kufungia mwaka bonge moja la colabo kiba nyoko
trust,Uliona outfit ya Wema jana kwenye event? Alikuwa amependeza sana.,uliona outfit wema jana kwenye event alikuwa amependeza
trust,Nina furaha kukujulisha kuwa nimefanikiwa mtihani wangu.,nina furaha kukujulisha kuwa nimefanikiwa mtihani wangu
scam,au iyo ela nitumie kwenye Tigopesa hii 0788542784 Jina litoke 0788542784.,iyo ela nitumie kwenye tigopesa jina litoke
trust,"Niko njiani kurudi nyumbani, nitafika saa moja usiku.",niko njiani kurudi nyumbani nitafika saa moja usiku
scam,"Congratulations! Your CV has passed. You can get 10,000,000TZS in a day. for details: wa.me/2550782734560",congratulations your cv has passed you can get tzs in a day for details wame
scam,"IYO PESA ITUME KWENYE NAMBA HII 0676584303 JINA ITALETA FEBU SHADI WILISON NIMEAZIMA SIMU KWA WAKALA HAPA LAINI YANGU NATATIZO UPANDE WA KUPOKEA PESA, ASANTE",iyo pesa itume kwenye namba jina italeta febu shadi wilison nimeazima simu wakala hapa laini natatizo upande wa kupokea pesa asante
trust,Ripoti yako imepokelewa na tumepanga kuisoma kesho asubuhi kwenye mkutano wa timu.,ripoti yako imepokelewa tumepanga kuisoma kesho asubuhi kwenye mkutano wa timu
scam,"VODA OFA hongera umepata zawadi Sh2,000,000 milioni kutoka (VODA OFA) piga sim,.0657538690 kupata zawadi  asante",voda ofa hongera umepata zawadi sh milioni kutoka voda ofa piga sim kupata zawadi asante
trust,Hali ya hewa leo inafurahisha sana.,hali hewa leo inafurahisha
scam,"Xorry nipo xafari nina xhida kwel nakuomba unixaidie sh elfu 9 nitakurefund nikifika plx By JOACHIM KAPUFI,ni grp member",xorry nipo xafari nina xhida kwel nakuomba unixaidie sh elfu nitakurefund nikifika plx by joachim kapufini grp member
scam,"IYO PESA ITUME KWENYE NAMBA HII 0783582817 JINA ITALETA Magomba Maila NIMEAZIMA SIMU KWA WAKALA HAPA LAINI YANGU NATATIZO UPANDE WA KUPOKEA PESA, ASANTE",iyo pesa itume kwenye namba jina italeta magomba maila nimeazima simu wakala hapa laini natatizo upande wa kupokea pesa asante
scam,Mjukuu wangu ndagu niliyokukabizi hiyo uwe makini na pesa hizo zinazokuja usiogope ndio mafanikio yako si nilikwambia utafanikiwa kwa mda mfupi sasa umeona mwenyewe na siri hiyo usitowe kwa mtu yoyote utajili huo ni mkubwa sana utaweza kuweka miladi ya kira aina popote pale unipigie nikuelekeze.,mjukuu wangu ndagu niliyokukabizi uwe makini pesa hizo zinazokuja usiogope ndio mafanikio yako si nilikwambia utafanikiwa mda mfupi sasa umeona mwenyewe siri usitowe mtu yoyote utajili huo mkubwa utaweza kuweka miladi kira aina popote pale unipigie nikuelekeze
trust,Hatari sana,hatari
scam,Iyo ela itume humu kwenye tigo 0784862618 jina lije PEREGIA FILIPO.,iyo ela itume humu kwenye tigo jina lije peregia filipo
trust,Bado siamini Bayern Munich walishindwa kufunga hata goli moja jana.,bado siamini bayern munich walishindwa kufunga hata goli moja jana
trust,"Hakuna tatizo, tutaongea baadaye.",hakuna tatizo tutaongea baadaye
scam,FRIIMASON TIMIZA NDOTO KUMILIKI PESA MAJUMBA NA MAGARI YA KIFAHARI PIA KUZA BIASHARA VIPAJI NYOTA NA PETE. TUPIGIE SIMU 0733822240 UKIWA TAYARI KUJIUNGA,friimason timiza ndoto kumiliki pesa majumba magari kifahari pia kuza biashara vipaji nyota pete tupigie simu ukiwa tayari kujiunga
scam,Naomba unitumie iyo hela kwenye namba hii ya AIRTEL 0699137921. jina (HOSEA MKUMBUKWA),naomba unitumie iyo hela kwenye namba airtel jina hosea mkumbukwa
scam,Naomba unitumie iyo Pesa kwenye namba hii ya airtel 0773409724. jina (PEREGIA FILIPO),naomba unitumie iyo pesa kwenye namba airtel jina peregia filipo
scam,"Dear, No need to go out work, just at home to earn 170,000TZS a day, please contact us: https://wa.me/2550689933027",dear no need to go out work just at home to earn tzs a day please contact us httpswame
trust,Nimechelewa kidogo.,nimechelewa kidogo
scam,"Xorry nipo xafari nina xhida kwel nakuomba unixaidie sh elfu 9 nitakurefund nikifika plx By MWANAIDI KHAMISI,ni grp member",xorry nipo xafari nina xhida kwel nakuomba unixaidie sh elfu nitakurefund nikifika plx by mwanaidi khamisini grp member
trust,Lisha wazazi acha ujinga,lisha wazazi acha ujinga
scam,Pesa tuma kwa namba hii 0716484506 jina PETER NYANGE,pesa tuma namba jina peter nyange
trust,Kumbuka kuhudhuria warsha ya maendeleo ya vijana kesho.,kumbuka kuhudhuria warsha maendeleo vijana kesho
scam,Samahani naomba itume kwenye HALOTEL 0789723456 SAID MTAALAM .,samahani naomba itume kwenye halotel said mtaalam
scam,Habari za mda huu. Mimi  mwenye nyumba wako hii namba yangu ya Airtel. Mbona kimya na siku zinazidi kwenda...?,habari mda huu mwenye nyumba wako namba airtel mbona kimya siku zinazidi kwenda
scam,Iyo ela tuma humu kwenye airtel 0615810764 Jina lije ALLY ISSA,iyo ela tuma humu kwenye airtel jina lije ally issa
trust,Naomba unitumie picha ya nyaraka hizo.,naomba unitumie picha nyaraka hizo
scam,Utanitumia. kwemye namba 0689933027 ya Vodacom jina JUMA SIKAREKO.,utanitumia kwemye namba vodacom jina juma sikareko
scam,Utanitumia kwa hîi Vodacom 0698018072 j'ina ni PETER NYANGE.,utanitumia hîi vodacom jina peter nyange
scam,"IYO PESA ITUME KWENYE NAMBA HII 0617488472 JINA ITALETA Ester kalobelo NIMEAZIMA SIMU KWA WAKALA HAPA LAINI YANGU NATATIZO UPANDE WA KUPOKEA PESA, ASANTE",iyo pesa itume kwenye namba jina italeta ester kalobelo nimeazima simu wakala hapa laini natatizo upande wa kupokea pesa asante
trust,Kwa kweli...kutunza muda ni kila kitu!!,kwelikutunza muda kila kitu
scam,Hela tuma kwa namba hii 0655251448 jina SAID MTAALAM ,hela tuma namba jina said mtaalam
scam,MPIGIE MZEE HOSEA MKUMBUKWA WA TIBA ASILI. MALI. PETE. NYOTA. UZAZI. KUPANDISHWA CHEO KAZINI. KULUDISHA MALI ILIYOPOTEA. NAMBA 0695567435,mpigie mzee hosea mkumbukwa wa tiba asili mali pete nyota uzazi kupandishwa cheo kazini kuludisha mali iliyopotea namba
scam,au iyo ela nitumie kwenye m-pesa hii 0699137921 Jina litoke 0699137921.,iyo ela nitumie kwenye mpesa jina litoke
trust,Ninawaza kuhusu wewe.,ninawaza kuhusu
trust,Kuna tetesi kwamba Mbappe ataenda Real Madrid msimu ujao. Unasemaje?,kuna tetesi kwamba mbappe ataenda real madrid msimu ujao unasemaje
scam,Nitumie tu kwenye hii HALOTEL 0733822240 jina Ester kalobelo.,nitumie tu kwenye halotel jina ester kalobelo
scam,Tumia namba hii ya VODACOM 0783582817 kutuma hiyo ela jina LUKA KIMBANGU,tumia namba vodacom kutuma ela jina luka kimbangu
trust,"Nataka tuongee kuhusu project ya shuleni, unapatikana lini?",nataka tuongee kuhusu project shuleni unapatikana lini
scam,Utanitumia kwa hîi vodacom 0689592818 j'ina ni ALLY ISSA.,utanitumia hîi vodacom jina ally issa
trust,Hali ya watoto wako ikoje sasa?,hali watoto wako ikoje sasa
scam,Utanitumia kwenye ii 0782435667 Tigo jina MWANAIDI KHAMISI namba yangu inadeni usiitumie,utanitumia kwenye ii tigo jina mwanaidi khamisi namba inadeni usiitumie
scam,"Dear, No need to go out work, just at home to earn 2,000,000TZS a day, please contact us: https://wa.me/2550655251448",dear no need to go out work just at home to earn tzs a day please contact us httpswame
trust,MUNGU akubariki sana,mungu akubariki
trust,"Bro, ulifanya vipi na ile kazi uliyokuwa unafanya kwa ajili ya project?",bro ulifanya vipi ile kazi uliyokuwa unafanya ajili project
scam,"Xorry nipo xafari nina xhida kwel nakuomba unixaidie sh elfu 9 nitakurefund nikifika plx By KHADIJA SUMBAI,ni grp member",xorry nipo xafari nina xhida kwel nakuomba unixaidie sh elfu nitakurefund nikifika plx by khadija sumbaini grp member
scam,"666,KARIBU FREEMASON UTIMIZE NDOTO KATIKA BIASHARA, KILIMO,UFUGAJI,MACHI MBO,MICHEZO N.K KWAMHITAJI KUJIUNGA PG: 0783582817 AU 0783582817",karibu freemason utimize ndoto biashara kilimoufugajimachi mbomichezo nk kwamhitaji kujiunga pg
scam,Naomba unitumie iyo pesa kwenye namba hii ya AIRTEL 0789723456. jina (PEREGIA FILIPO),naomba unitumie iyo pesa kwenye namba airtel jina peregia filipo
scam,Tumia namba hii ya AIRTEL 0655251448 kutuma hiyo Hela jina PEREGIA FILIPO,tumia namba airtel kutuma hela jina peregia filipo
trust,Tunaweza kupanga kukutana wiki ijayo?,tunaweza kupanga kukutana wiki ijayo
trust,Uliona birthday ya Tanasha? Jamaa alifanya sherehe ya kifahari kweli.,uliona birthday tanasha jamaa alifanya sherehe kifahari kweli
trust,Asante kwa msaada wako leo.,asante msaada wako leo
scam,Utanitumia kwa hîi vodacom 0698018072 j'ina ni MWANAIDI KHAMISI.,utanitumia hîi vodacom jina mwanaidi khamisi
trust,Yule mchekeshaji wa YouTube anatrend sana kwa video zake mpya za skendo.,yule mchekeshaji wa youtube anatrend video zake mpya skendo
trust,Nimefika nyumbani.,nimefika nyumbani
trust,Umefafanua vizuri,umefafanua vizuri
trust,Tafadhali uniangalizie nafasi ya kazi kwenye kampuni yenu.,tafadhali uniangalizie nafasi kazi kwenye kampuni yenu
scam,MZEE PEREGIA FILIPO tiba asili biashala kazi masomo utajili kesi kuludisha mke&mume piga (0783654321)(0783654321),mzee peregia filipo tiba asili biashala kazi masomo utajili kesi kuludisha mkemume piga
scam,"666,KARIBU FREEMASON UTIMIZE NDOTO KATIKA BIASHARA, KILIMO,UFUGAJI,MACHI MBO,MICHEZO N.K KWAMHITAJI KUJIUNGA PG: 0733822240 AU 0733822240",karibu freemason utimize ndoto biashara kilimoufugajimachi mbomichezo nk kwamhitaji kujiunga pg
trust,Nimeandika ripoti yangu ya mwisho wa mwaka. Ningependa ushauri wako kabla ya kuwasilisha.,nimeandika ripoti mwisho wa mwaka ningependa ushauri wako kabla kuwasilisha
scam,Basi iyo hela nitumie kwenye namba hii 0698018072 jina litakuja (JUMANNE YASINI MASAKA) ile namba usitumie laini inamatatizo.,basi iyo hela nitumie kwenye namba jina litakuja jumanne yasini masaka ile namba usitumie laini inamatatizo
trust,"Nitachelewa kufika, tafadhali ningojee.",nitachelewa kufika tafadhali ningojee
trust,"Nimefika salama kazini, asante kwa kuniombea.",nimefika salama kazini asante kuniombea
scam,TUMIA NAMBA HII (0716484506)KUNITUMIA IYO HELA JINA LITAONYESHA (JENEROZA ROCK BENEDICTO),tumia namba kunitumia iyo hela jina litaonyesha jeneroza rock benedicto
trust,Pole sana my bro wacha Mungu aitwe MUNGU,pole my bro wacha mungu aitwe mungu
scam,"We need urgently Need Staff salary 4,000,000TZS. Reach HR team at: wa.me/2550782435667.",we need urgently need staff salary tzs reach hr team at wame
scam,Naomba unitumie iyo ela kwenye namba hii ya Tigo 0787-406-889. jina (MARIAM NDUGAI),naomba unitumie iyo ela kwenye namba tigo jina mariam ndugai
scam,Utanitumia kwenye ii 0699137921 tigo jina SALOME KALUNGA namba yangu inadeni usiitumie,utanitumia kwenye ii tigo jina salome kalunga namba inadeni usiitumie
trust,Tafadhali niambie kama kuna jambo jipya.,tafadhali niambie kama kuna jambo jipya
scam,"(6,6,6)HABARI EWE MTANZANIA SASA MLANGO UMEFUNGULIWA JIUNGE NAMATAJIRI, BILA KUTOA KAFALA YA BINADAM UTAPEWA MTAJI,ONGEA NA WAKALA WETU:0733822240",habari ewe mtanzania sasa mlango umefunguliwa jiunge namatajiri bila kutoa kafala binadam utapewa mtajiongea wakala
trust,Tafadhali nipe updates za yale mazungumzo yetu ya kazi.,tafadhali nipe updates yale mazungumzo kazi
trust,"Je, umepokea barua niliyokutumia kupitia posta?",umepokea barua niliyokutumia kupitia posta
trust,Nitakuja na familia yangu kwa chakula cha mchana nyumbani kwako.,nitakuja familia chakula cha mchana nyumbani kwako
scam,tuma kwenye namba hii ya Tigopesa 0698018072 jina litakuja JOACHIM KAPUFI Ukituma unijulishe,tuma kwenye namba tigopesa jina litakuja joachim kapufi ukituma unijulishe
scam,FRIIMASON TIMIZA NDOTO KUMILIKI PESA MAJUMBA NA MAGARI YA KIFAHARI PIA KUZA BIASHARA VIPAJI NYOTA NA PETE. TUPIGIE SIMU 0787-406-889 UKIWA TAYARI KUJIUNGA,friimason timiza ndoto kumiliki pesa majumba magari kifahari pia kuza biashara vipaji nyota pete tupigie simu ukiwa tayari kujiunga
scam,Ndugu naomba unitafutie kijana awetandiboi wangu kwenye lori kulekea mikoani   akipatikana nijulishe  analipwa na ofisi zetu kampuni azam awe muaminifu,ndugu naomba unitafutie kijana awetandiboi wangu kwenye lori kulekea mikoani akipatikana nijulishe analipwa ofisi zetu kampuni azam awe muaminifu
scam,FRIIMASON TIMIZA NDOTO KUMILIKI PESA MAJUMBA NA MAGARI YA KIFAHARI PIA KUZA BIASHARA VIPAJI NYOTA NA PETE. TUPIGIE SIMU 0615810764 UKIWA TAYARI KUJIUNGA,friimason timiza ndoto kumiliki pesa majumba magari kifahari pia kuza biashara vipaji nyota pete tupigie simu ukiwa tayari kujiunga
scam,"tigo YR89 Imethibitishwa namba yako ya 078 ... imeshinda Tsh2,000,000.00/=million kutoka Tuzo point ilikupokea ela yako piga 0654321098 Asante",tigo yr imethibitishwa namba yako imeshinda tshmillion kutoka tuzo point ilikupokea ela yako piga asante
trust,Kuna tetesi kwamba Mondi anataka kufanya movie. Hii ni kweli?,kuna tetesi kwamba mondi anataka kufanya movie kweli
trust,"Ninakuja na zawadi kutoka shambani, utapenda sana.",ninakuja zawadi kutoka shambani utapenda
trust,Nimepata kazi mpya!,nimepata kazi mpya
trust,Nimefurahi sana kukuona leo.,nimefurahi kukuona leo
trust,Tukutane saa kumi mchana pale ofisini.,tukutane saa kumi mchana pale ofisini
scam,Au nitumie kwenye M-Pesa Namba.0782435667 jina litakuja Ester kalobelo,nitumie kwenye mpesa namba jina litakuja ester kalobelo
scam,Samahani naomba itume kwenye TIGO 0783582817 HADIJA LAI.,samahani naomba itume kwenye tigo hadija lai
scam,hela tuma kwa namba hii 0657666983 jina MARIAM NDUGAI,hela tuma namba jina mariam ndugai
scam,au iyo ela nitumie kwenye m-pesa hii 0755667788 Jina litoke 0755667788.,iyo ela nitumie kwenye mpesa jina litoke
scam,tuma kwenye namba hii ya HaloPesa 0657538690 jina litakuja Ester kalobelo Ukituma unijulishe,tuma kwenye namba halopesa jina litakuja ester kalobelo ukituma unijulishe
scam,Iyo ela itume humu kwenye HALOTEL 0657538690 jina lije SAID MTAALAM .,iyo ela itume humu kwenye halotel jina lije said mtaalam
scam,"666,KARIBU FREEMASON UTIMIZE NDOTO KATIKA BIASHARA, KILIMO,UFUGAJI,MACHI MBO,MICHEZO N.K KWAMHITAJI KUJIUNGA PG: 0698945621 AU 0698945621",karibu freemason utimize ndoto biashara kilimoufugajimachi mbomichezo nk kwamhitaji kujiunga pg
scam,"Dear, No need to go out work, just at home to earn 10,000,000TZS a day, please contact us: https://wa.me/2550654321098",dear no need to go out work just at home to earn tzs a day please contact us httpswame
scam,Tumia namba hii ya TIGO 0675259049 kutuma hiyo ela jina SALOME KALUNGA,tumia namba tigo kutuma ela jina salome kalunga
scam,"Tuzo Point hongera umepata zawadi Sh170,000 milioni kutoka (Tuzo Point) piga sim,.0782734560 kupata zawadi  asante",tuzo point hongera umepata zawadi sh milioni kutoka tuzo point piga sim kupata zawadi asante
trust,Nataka nikuambie jambo muhimu.,nataka nikuambie jambo muhimu
trust,Kumbuka mafunzo ya vitendo yataanza kesho kwenye maabara.,kumbuka mafunzo vitendo yataanza kesho kwenye maabara
scam,"Habari za muda,mimi PEREGIA FILIPO,hii namba yangu ya TIGO.Vp mbona shem PEREGIA FILIPO, anakupigia hupatikan tatizo mtandao nn?basi mkiwasiliana naomba nijulishe kwenye namba hii kwa meseji simu yangu imekufa maik ndugu yangu.",habari mudamimi peregia filipohii namba tigovp mbona shem peregia filipo anakupigia hupatikan tatizo mtandao nnbasi mkiwasiliana naomba nijulishe kwenye namba meseji simu imekufa maik ndugu
